domain,sld,tld,availability_status,score,tag,estimated_price,keyword_score,trend_score,tld_score,brandability_score,length_score,pronounceability_score,source,fetched_at,scored_at,country
twitter.com,twitter,.com,❌ Taken,35.0,Low Value,17.25,0.0,0.0,100.0,60.0,80.0,80.0,rdap,2026-08-20 06:20:57,2026-08-20 06:21:23,Unknown
luxhire.co,luxhire,.co,✅ Available,34.85,Low Value,30.0,0.0,0.0,78.0,75.75,80.0,95.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
mos.com,mos,.com,❌ Taken,34.8,Low Value,34.5,0.0,0.0,100.0,50.75,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🌐 Global
vew.com,vew,.com,❌ Taken,34.8,Low Value,34.5,0.0,0.0,100.0,50.75,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
lit.co,lit,.co,❌ Taken,34.7,Low Value,60.0,0.0,0.0,78.0,66.75,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇪 UAE
shipscan.com,shipscan,.com,⚠️ For Sale,34.65,Low Value,13.8,0.0,0.0,100.0,61.25,74.0,72.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇺🇸 USA
xaj.com,xaj,.com,✅ Available,34.55,Low Value,34.5,0.0,0.0,100.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🌐 Global
jet.com,jet,.com,❌ Taken,34.55,Low Value,34.5,0.0,0.0,100.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇮🇳 India
trackmeet.com,trackmeet,.com,⚠️ For Sale,34.55,Low Value,13.8,0.0,0.0,100.0,64.25,67.0,82.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇮🇳 India
guxoy.ai,guxoy,.ai,✅ Available,34.45,Low Value,140.0,0.0,0.0,92.0,58.25,90.0,90.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇺🇸 USA
novasign.co,novasign,.co,✅ Available,34.35,Low Value,24.0,0.0,0.0,78.0,76.25,74.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇪 UAE
supervault.com,supervault,.com,❌ Taken,34.35,Low Value,13.8,0.0,0.0,100.0,66.75,60.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🌐 Global
wugo.net,wugo,.net,⚠️ For Sale,34.25,Low Value,25.0,0.0,0.0,70.0,71.25,95.0,95.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇩🇪 Germany
byteshift.io,byteshift,.io,❌ Taken,33.65,Low Value,51.0,0.0,0.0,85.0,71.0,67.0,72.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇪 UAE
zenospace.co,zenospace,.co,✅ Available,33.65,Low Value,24.0,0.0,0.0,78.0,76.25,67.0,90.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇪 UAE
moc.ai,moc,.ai,⚠️ For Sale,33.6,Low Value,210.0,0.0,0.0,92.0,50.75,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇮🇳 India
aeroshift.ai,aeroshift,.ai,❌ Taken,33.6,Low Value,84.0,0.0,0.0,92.0,65.5,67.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇺🇸 USA
lux.ai,lux,.ai,✅ Available,33.6,Low Value,210.0,0.0,0.0,92.0,50.75,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇮🇳 India
swiftshift.ai,swiftshift,.ai,✅ Available,33.45,Low Value,84.0,0.0,0.0,92.0,68.25,60.0,60.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇮🇳 India
shiprent.co,shiprent,.co,✅ Available,33.25,Low Value,24.0,0.0,0.0,78.0,70.75,74.0,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇪 UAE
helixdock.com,helixdock,.com,⚠️ For Sale,33.2,Low Value,13.8,0.0,0.0,100.0,57.5,67.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🌐 Global
neonspot.com,neonspot,.com,⚠️ For Sale,33.05,Low Value,13.8,0.0,0.0,100.0,53.25,74.0,82.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇺🇸 USA
sendfield.com,sendfield,.com,❌ Taken,32.95,Low Value,13.8,0.0,0.0,100.0,56.25,67.0,82.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
aerogift.co,aerogift,.co,✅ Available,32.9,Low Value,24.0,0.0,0.0,78.0,69.0,74.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇪 UAE
pulsetrack.net,pulsetrack,.net,❌ Taken,32.7,Low Value,15.0,0.0,0.0,70.0,81.0,60.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇺🇸 USA
jol.io,jol,.io,❌ Taken,32.3,Low Value,127.5,0.0,0.0,85.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
bepoc.net,bepoc,.net,✅ Available,32.25,Low Value,25.0,0.0,0.0,70.0,63.75,90.0,90.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🌐 Global
primeport.co,primeport,.co,❌ Taken,31.75,Low Value,24.0,0.0,0.0,78.0,66.75,67.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
super.ae,super,.ae,❌ Taken,31.7,Low Value,25.0,0.0,0.0,30.0,91.0,90.0,90.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇪 UAE
cexaj.co,cexaj,.co,✅ Available,31.6,Low Value,40.0,0.0,0.0,78.0,54.5,90.0,90.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
rode.net,rode,.net,❌ Taken,31.05,Low Value,25.0,0.0,0.0,70.0,55.25,95.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇩🇪 Germany
vibe.us,vibe,.us,❌ Taken,30.95,Low Value,25.0,0.0,0.0,30.0,84.75,95.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇺🇸 USA
vibe.au,vibe,.au,⚠️ For Sale,30.95,Low Value,25.0,0.0,0.0,30.0,84.75,95.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
ludug.net,ludug,.net,✅ Available,30.65,Low Value,25.0,0.0,0.0,70.0,55.75,90.0,90.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇺🇸 USA
meetdraw.tech,meetdraw,.tech,✅ Available,30.55,Low Value,33.0,0.0,0.0,60.0,70.75,74.0,82.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇩🇪 Germany
jeca.org,jeca,.org,❌ Taken,30.5,Low Value,24.0,0.0,0.0,68.0,54.0,95.0,95.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🌐 Global
blaze.de,blaze,.de,✅ Available,30.45,Low Value,25.0,0.0,0.0,30.0,84.75,90.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇩🇪 Germany
pulse.in,pulse,.in,❌ Taken,30.45,Low Value,25.0,0.0,0.0,30.0,84.75,90.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇮🇳 India
fuc.net,fuc,.net,❌ Taken,30.3,Low Value,37.5,0.0,0.0,70.0,50.75,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇩🇪 Germany
ultra.de,ultra,.de,❌ Taken,30.3,Low Value,25.0,0.0,0.0,30.0,84.0,90.0,87.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇩🇪 Germany
fusion.au,fusion,.au,✅ Available,30.05,Low Value,18.75,0.0,0.0,30.0,85.25,85.0,90.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
zen.de,zen,.de,⚠️ For Sale,29.95,Low Value,37.5,0.0,0.0,30.0,79.0,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇩🇪 Germany
next.ae,next,.ae,❌ Taken,29.95,Low Value,25.0,0.0,0.0,30.0,79.75,95.0,70.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇪 UAE
zen.ae,zen,.ae,❌ Taken,29.95,Low Value,37.5,0.0,0.0,30.0,79.0,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇪 UAE
bookhire.us,bookhire,.us,✅ Available,29.6,Low Value,15.0,0.0,0.0,30.0,88.5,74.0,95.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇺🇸 USA
chatvote.ae,chatvote,.ae,✅ Available,29.35,Low Value,15.0,0.0,0.0,30.0,87.25,74.0,95.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇪 UAE
cuye.tech,cuye,.tech,✅ Available,29.3,Low Value,55.0,0.0,0.0,60.0,54.0,95.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇩🇪 Germany
fluxbox.au,fluxbox,.au,✅ Available,29.2,Low Value,18.75,0.0,0.0,30.0,83.5,80.0,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
plancook.de,plancook,.de,❌ Taken,29.1,Low Value,15.0,0.0,0.0,30.0,86.0,74.0,90.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇩🇪 Germany
fundmine.de,fundmine,.de,✅ Available,29.1,Low Value,15.0,0.0,0.0,30.0,86.0,74.0,87.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇩🇪 Germany
sendhire.in,sendhire,.in,✅ Available,29.1,Low Value,15.0,0.0,0.0,30.0,86.0,74.0,87.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇮🇳 India
snapbook.ae,snapbook,.ae,✅ Available,29.1,Low Value,15.0,0.0,0.0,30.0,86.0,74.0,90.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇪 UAE
drawbook.ae,drawbook,.ae,✅ Available,29.1,Low Value,15.0,0.0,0.0,30.0,86.0,74.0,90.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇪 UAE
bookgift.us,bookgift,.us,✅ Available,29.1,Low Value,15.0,0.0,0.0,30.0,86.0,74.0,90.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇺🇸 USA
testvote.de,testvote,.de,✅ Available,29.1,Low Value,15.0,0.0,0.0,30.0,86.0,74.0,87.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇩🇪 Germany
clipcook.in,clipcook,.in,✅ Available,29.05,Low Value,15.0,0.0,0.0,30.0,85.75,74.0,90.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇮🇳 India
votemine.in,votemine,.in,✅ Available,29.0,Low Value,15.0,0.0,0.0,30.0,85.5,74.0,90.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇮🇳 India
axis.tech,axis,.tech,❌ Taken,28.8,Low Value,55.0,0.0,0.0,60.0,51.5,95.0,90.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇩🇪 Germany
fluxhost.us,fluxhost,.us,✅ Available,28.6,Low Value,15.0,0.0,0.0,30.0,83.5,74.0,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇺🇸 USA
fluxtalk.de,fluxtalk,.de,❌ Taken,28.6,Low Value,15.0,0.0,0.0,30.0,83.5,74.0,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇩🇪 Germany
drawmind.de,drawmind,.de,✅ Available,28.6,Low Value,15.0,0.0,0.0,30.0,83.5,74.0,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇩🇪 Germany
xol.tech,xol,.tech,✅ Available,28.55,Low Value,82.5,0.0,0.0,60.0,49.5,96.5,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇩🇪 Germany
minefeed.in,minefeed,.in,✅ Available,28.5,Low Value,15.0,0.0,0.0,30.0,83.0,74.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇮🇳 India
votegift.us,votegift,.us,✅ Available,28.5,Low Value,15.0,0.0,0.0,30.0,83.0,74.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇺🇸 USA
talktest.uk,talktest,.uk,✅ Available,28.3,Low Value,15.0,0.0,0.0,30.0,82.0,74.0,72.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
weki.de,weki,.de,❌ Taken,28.25,Low Value,25.0,0.0,0.0,30.0,71.25,95.0,95.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇩🇪 Germany
goru.us,goru,.us,⚠️ For Sale,28.25,Low Value,25.0,0.0,0.0,30.0,71.25,95.0,90.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇺🇸 USA
pibe.uk,pibe,.uk,✅ Available,28.25,Low Value,25.0,0.0,0.0,30.0,71.25,95.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
fundtest.us,fundtest,.us,✅ Available,28.1,Low Value,15.0,0.0,0.0,30.0,81.0,74.0,72.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇺🇸 USA
primewave.ae,primewave,.ae,❌ Taken,27.9,Low Value,15.0,0.0,0.0,30.0,83.5,67.0,90.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇪 UAE
zenshift.au,zenshift,.au,✅ Available,27.85,Low Value,15.0,0.0,0.0,30.0,79.75,74.0,72.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
giftforge.au,giftforge,.au,✅ Available,27.4,Low Value,15.0,0.0,0.0,30.0,81.0,67.0,87.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇺 Australia
blazenest.in,blazenest,.in,✅ Available,27.4,Low Value,15.0,0.0,0.0,30.0,81.0,67.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇮🇳 India
feedspace.ae,feedspace,.ae,✅ Available,27.4,Low Value,15.0,0.0,0.0,30.0,81.0,67.0,87.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇪 UAE
shipride.us,shipride,.us,✅ Available,27.05,Low Value,15.0,0.0,0.0,30.0,75.75,74.0,95.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇺🇸 USA
superscope.ae,superscope,.ae,✅ Available,26.9,Low Value,15.0,0.0,0.0,30.0,82.0,60.0,82.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇪 UAE
scanchat.uk,scanchat,.uk,✅ Available,26.9,Low Value,15.0,0.0,0.0,30.0,75.0,74.0,72.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
fusionsend.us,fusionsend,.us,✅ Available,26.7,Low Value,15.0,0.0,0.0,30.0,81.0,60.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇺🇸 USA
orbitgrid.ae,orbitgrid,.ae,✅ Available,26.65,Low Value,15.0,0.0,0.0,30.0,77.25,67.0,77.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇪 UAE
planpad.uk,planpad,.uk,✅ Available,26.65,Low Value,18.75,0.0,0.0,30.0,70.75,80.0,80.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
ultrasnap.de,ultrasnap,.de,✅ Available,26.65,Low Value,15.0,0.0,0.0,30.0,77.25,67.0,77.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇩🇪 Germany
bookdeck.ae,bookdeck,.ae,✅ Available,26.55,Low Value,15.0,0.0,0.0,30.0,73.25,74.0,90.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇦🇪 UAE
belet.us,belet,.us,❌ Taken,26.25,Low Value,25.0,0.0,0.0,30.0,63.75,90.0,90.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇺🇸 USA
fusionscan.de,fusionscan,.de,✅ Available,26.2,Low Value,15.0,0.0,0.0,30.0,78.5,60.0,77.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇩🇪 Germany
halowave.in,halowave,.in,✅ Available,26.2,Low Value,15.0,0.0,0.0,30.0,71.5,74.0,90.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇮🇳 India
minemeet.in,minemeet,.in,✅ Available,26.15,Low Value,15.0,0.0,0.0,30.0,71.25,74.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇮🇳 India
yobex.in,yobex,.in,✅ Available,26.0,Low Value,25.0,0.0,0.0,30.0,62.5,90.0,90.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇮🇳 India
fitapp.co.uk,co,.uk,⚠️ For Sale,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
careapp.co.uk,co,.uk,⚠️ For Sale,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
echo.co.uk,co,.uk,❌ Taken,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
drawship.co.uk,co,.uk,✅ Available,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
nftnest.co.uk,co,.uk,✅ Available,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
nova.co.uk,co,.uk,⚠️ For Sale,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
halo.co.uk,co,.uk,❌ Taken,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
shipwave.co.uk,co,.uk,✅ Available,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
blockai.co.uk,co,.uk,⚠️ For Sale,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
hyper.co.uk,co,.uk,✅ Available,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
learnfeed.co.in,co,.in,✅ Available,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇮🇳 India
super.co.uk,co,.uk,❌ Taken,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
mif.co.in,co,.in,✅ Available,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇮🇳 India
hostedge.co.uk,co,.uk,❌ Taken,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
luxstack.co.uk,co,.uk,✅ Available,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
fundhire.co.uk,co,.uk,✅ Available,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
huvek.co.uk,co,.uk,✅ Available,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
bookstream.co.in,co,.in,✅ Available,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇮🇳 India
vrai.co.uk,co,.uk,❌ Taken,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
gur.co.uk,co,.uk,❌ Taken,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
labgrow.co.uk,co,.uk,✅ Available,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
lux.co.uk,co,.uk,⚠️ For Sale,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
meetflow.co.uk,co,.uk,⚠️ For Sale,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
gemo.co.uk,co,.uk,❌ Taken,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
marketbase.co.uk,co,.uk,✅ Available,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
codeshop.co.uk,co,.uk,✅ Available,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
devapp.co.uk,co,.uk,⚠️ For Sale,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
gethealth.co.uk,co,.uk,⚠️ For Sale,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
helixhub.co.uk,co,.uk,❌ Taken,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
mylink.co.in,co,.in,❌ Taken,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇮🇳 India
caretest.co.uk,co,.uk,✅ Available,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
mintdash.co.uk,co,.uk,✅ Available,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
medai.co.uk,co,.uk,⚠️ For Sale,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
mintcore.co.uk,co,.uk,✅ Available,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
myearth.co.uk,co,.uk,⚠️ For Sale,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
fluxpad.co.uk,co,.uk,✅ Available,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
mychain.co.uk,co,.uk,⚠️ For Sale,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
bookfind.co.uk,co,.uk,✅ Available,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
ionmeet.co.uk,co,.uk,✅ Available,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
tradefund.co.uk,co,.uk,⚠️ For Sale,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
omnilab.co.uk,co,.uk,❌ Taken,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
vitapro.co.uk,co,.uk,❌ Taken,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
linktrack.co.in,co,.in,✅ Available,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇮🇳 India
farmpay.co.uk,co,.uk,❌ Taken,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
rentcraft.co.uk,co,.uk,✅ Available,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
getpay.co.uk,co,.uk,⚠️ For Sale,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
votefield.co.uk,co,.uk,✅ Available,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
buildtalk.co.uk,co,.uk,❌ Taken,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
streamai.co.uk,co,.uk,⚠️ For Sale,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
coinpro.co.uk,co,.uk,⚠️ For Sale,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
bookdata.co.uk,co,.uk,✅ Available,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
buildscope.co.uk,co,.uk,⚠️ For Sale,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
getgame.co.uk,co,.uk,⚠️ For Sale,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
sosa.co.uk,co,.uk,❌ Taken,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
drawmint.co.uk,co,.uk,❌ Taken,25.75,Low Value,37.5,0.0,5.0,30.0,50.0,100.0,85.0,generator,2026-08-20 06:20:32,2026-08-20 06:21:23,🇬🇧 UK
